,p0_growth,log_inc_t_1,gini_t_1,life_exp,pop_growth_pwt,priv_credit,budget,trade_openness,fin_openness,homic,civ_lib,agriculture,prim_school,sec_school,infrastructure,Dconflict_0,Dconflict_1,Dconflict_2
42,0.0005,5.9599199999999986,0.242466,68.9036,-0.00569,1.5e-05,-0.02,0.420943,0.16480899999999998,0.085,13.0,-0.04168586,0.979658,0.8592049999999999,1.23705,1,0,0
43,-0.0026,6.05659,0.242001,69.1281,-0.004812,1.8e-05,-0.02,0.350093,0.16480899999999998,0.0815,13.0,-0.00029983,0.978691,0.8592049999999999,1.29524,1,0,0
44,-0.0003,6.15802,0.24465,69.8061,-0.003978,2.2e-05,-0.02,0.387504,0.28880700000000004,0.0725,13.0,-0.02340893,0.996916,0.8592049999999999,1.34421,1,0,0
45,-0.0008,6.24511,0.24515100000000006,70.3317,-0.003098,2.7e-05,-0.02,0.40825,0.28880700000000004,0.0625,13.0,0.046768800000000006,1.0248700000000002,0.983423,1.37675,1,0,0
46,0.0003,6.34569,0.244508,70.4317,-0.002218,3.3e-05,-0.02,0.34480900000000003,0.16480899999999998,0.0535,13.0,-0.04004203,1.04552,1.10146,1.4011,1,0,0
47,-0.0003,6.34992,0.243677,70.4061,-0.001389,4.1e-05,-0.02,0.304918,0.16480899999999998,0.0505,13.0,0.08170446,1.04263,1.08293,1.42443,1,0,0
48,0.0,6.42671,0.245573,70.4793,-0.000469,4.2e-05,-0.02,0.503375,0.16480899999999998,0.045,13.0,-0.11333126,1.02331,1.06683,1.45128,1,0,0
49,0.0,6.48094,0.243912,71.2598,0.00034700000000000003,3.1e-05,-0.02,0.62895,0.16480899999999998,0.0375,13.0,0.03824437,1.00094,1.06657,1.4683,1,0,0
50,0.0,6.49859,0.241694,72.2183,0.000667,2.3e-05,-0.02,0.497683,0.16480899999999998,0.0355,13.0,-0.19227584,0.983893,1.06616,1.47044,1,0,0
51,0.0,6.50841,0.240619,72.7207,0.00033,2.4e-05,-0.02,0.33015100000000003,0.08240449999999999,0.0355,13.0,0.06422929,0.983844,1.0663,1.47044,1,0,0
52,-0.0034,5.87398,0.516306,70.1843,0.02056,0.346787,-0.035,0.305722,0.412805,0.166,2.0,0.00462617,1.16457,0.645696,-0.604433,1,0,0
53,0.0254,5.85524,0.516766,69.7876,0.0262,0.350368,-0.03,0.306713,0.412805,0.166,2.0,0.05167383,1.18767,0.677972,-0.566164,1,0,0
54,0.0038,5.83577,0.515417,69.4043,0.032431,0.362271,-0.03,0.296627,0.28880700000000004,0.166,2.0,3.816e-05,1.21406,0.672094,-0.506193,1,0,0
55,0.0378,5.81803,0.514668,69.0609,0.037131,0.392662,-0.03,0.35285900000000003,0.16480899999999998,0.166,2.0,-0.02079908,1.2271,0.672094,-0.426688,1,0,0
56,-0.0157,5.81643,0.511858,68.7779,0.039173,0.427933,-0.03,0.396174,0.16480899999999998,0.166,2.0,-0.03754233,1.21479,0.672094,-0.342308,1,0,0
57,-0.0096,5.8147400000000005,0.5100140000000001,68.5717,0.037931,0.440349,-0.03,0.458098,0.16480899999999998,0.166,2.0,0.03057744,1.19857,0.656655,-0.254176,1,0,0
58,0.005325,4.28036,0.4196180000000001,57.7352,0.034467000000000005,0.162326,0.01,-0.38218,0.16480899999999998,0.063,4.0,0.00021422,1.06771,0.302994,-0.724507,1,0,0
59,-0.068175,4.95938,0.400047,64.8577,0.026358,0.183399,0.0,0.089535,0.16480899999999998,0.02,10.6,-0.06744872,0.9452,0.428764,0.83486,1,0,0
60,-0.01156,5.2195800000000006,0.395357,67.5889,0.018266,0.366312,0.0,0.18056,0.16480899999999998,0.0244,8.66667,-0.02494072,1.06975,0.633942,1.08739,1,0,0
61,0.01781667,4.94301,0.471766,57.3114,0.020935,0.456591,-0.02571429,-0.458312,0.56783643,0.07200000000000001,4.85714,0.00147493,1.03514,0.690609,-0.858324,1,0,0
62,0.0302,5.0652,0.511995,59.5548,0.01981,0.622591,-0.03,-0.46148,0.752005,0.07200000000000001,4.0,-0.06609374,1.06865,0.7094550000000001,-0.53589,1,0,0
63,0.0437,5.0796800000000015,0.5261,60.4057,0.019162,0.615859,-0.03,-0.548643,0.752005,0.07200000000000001,4.0,-0.00652866,1.19158,0.728935,-0.377315,1,0,0
64,-0.06,5.0854599999999985,0.530726,60.9746,0.01881,0.561392,-0.03,-0.5368149999999999,0.752005,0.07200000000000001,4.5,0.01375133,1.20057,0.727831,-0.341944,1,0,0
65,0.0126,5.0835300000000005,0.528783,61.544,0.018474,0.522792,-0.03,-0.496235,0.752005,0.07200000000000001,5.5,-0.0210274,1.20671,0.770612,-0.28275700000000004,1,0,0
66,-0.05635,5.08977,0.527197,62.3988,0.018166,0.471776,-0.03,-0.38345,0.752005,0.07200000000000001,6.0,0.01572131,1.18759,0.8271930000000001,-0.196038,1,0,0
67,0.0672,5.12172,0.5173409999999999,63.2542,0.017582,0.438381,-0.03,-0.216309,0.752005,0.07200000000000001,6.0,-0.06702404,1.15012,0.864022,-0.096459,1,0,0
68,-0.0248,5.14756,0.5110859999999999,63.8274,0.017308,0.414128,-0.03,-0.088286,0.752005,0.068,6.0,-0.03553133,1.13946,0.8669190000000001,-0.041294,1,0,0
69,-0.04,5.17726,0.502326,64.4045,0.017034,0.373843,-0.03,-0.030709,0.721704,0.0735,6.0,-0.07472516,1.13031,0.862276,0.011541,1,0,0
70,-0.0199,5.205,0.490504,64.9839,0.016781,0.358306,-0.03,0.023215,0.6611015,0.086,6.0,0.044955400000000006,1.12083,0.858208,0.099369,1,0,0
71,0.0001,5.24803,0.477634,65.5609,0.01655,0.358553,-0.03,-0.024596,0.600499,0.0875,6.0,0.02636243,1.09779,0.848108,0.187503,1,0,0
72,-0.0198,5.26463,0.462614,66.3995,0.016365,0.393844,-0.03,-0.027244,0.509596,0.098,6.0,-0.04994431,1.04734,0.83165,0.242231,1,0,0
73,0.0111,5.3235800000000015,0.442732,67.1941,0.015934999999999998,0.42465,-0.03,0.075511,0.448994,0.113,6.0,0.03159486,1.00233,0.8260049999999999,0.24901,1,0,0
74,-0.0137,5.35771,0.437895,67.6795,0.015734,0.454083,-0.03,0.068024,0.448994,0.124,6.0,0.02807087,0.983882,0.8377870000000001,0.24901,1,0,0
75,-0.0089,5.40784,0.436232,68.1287,0.015577,0.4850100000000001,-0.03,0.070393,0.448994,0.124,6.0,-0.02261196,0.971593,0.8502709999999999,0.24901,1,0,0
76,-0.00043333,5.746569999999998,0.387342,74.7401,0.002291,0.320242,-0.0170075,0.31419,0.842757,0.019,7.5,-0.00079081,1.03281,0.86715,1.10158,1,0,0
77,-0.0004,5.8939900000000005,0.391575,75.164,0.001268,0.426984,0.008545,0.245123,0.655213,0.019,6.75,-0.03324597,1.01569,0.8764129999999999,1.29063,1,0,0
78,2.5e-05,6.08955,0.393271,75.6623,-0.000528,0.5225420000000001,-0.040338,0.06644,0.7484111999999999,0.015667,6.8,-0.04102188,1.02149,0.891323,1.41371,1,0,0
79,-0.01105714,5.5937199999999985,0.575002,62.0591,0.032589,0.100029,0.125,0.219532,0.37794775,0.121,4.0,-0.0181466,1.0310700000000002,0.393225,-0.746659,1,0,0
80,-0.00507,5.99416,0.5797180000000001,52.5513,0.020667,0.142247,0.04545454,0.100224,0.49050391,0.145333,4.09091,-0.05217080000000001,1.04791,0.654822,-0.28097,1,0,0
81,-0.01918333,6.26914,0.593924,56.6795,0.018114,0.22792,0.04,0.064461,0.92936757,0.148429,4.28571,0.01278587,1.0718299999999998,0.783259,0.444083,1,0,0
82,-0.0051,6.65517,0.515257,62.4533,0.023564,0.438616,-0.04,-0.949403,0.0,0.209,6.5,-0.1799231,1.65645,1.09994,0.082635,1,0,0
83,0.0683,6.63771,0.517284,62.7569,0.023107,0.455299,-0.06,-0.915504,0.0,0.209,6.0,0.19858229,1.65645,1.09994,0.099242,1,0,0
84,-0.0074,6.58016,0.5189090000000001,63.0718,0.022417,0.462471,-0.06,-0.7723800000000001,0.0,0.209,5.5,0.04670742,1.65645,1.09994,0.108628,1,0,0
85,-0.0476,6.60929,0.516713,63.3974,0.021538,0.436292,-0.06,-0.793936,0.0,0.209,4.5,0.00695601,1.65645,1.09994,0.14013299999999998,1,0,0
86,0.0837,6.72059,0.522207,64.0732,0.019847,0.4185180000000001,-0.14,-1.07471,0.0,0.209,4.5,-0.10852042,1.65645,1.09994,0.17986400000000002,1,0,0
87,0.0431,6.73612,0.531759,64.422,0.019047,0.701024,-0.14,-1.02526,0.0,0.209,4.5,0.01050429,1.65645,1.09994,0.200732,1,0,0
88,-0.0193,6.71597,0.539555,64.7797,0.018271000000000003,1.1305,-0.14,-1.06519,0.0,0.209,4.5,-0.17178402,1.65645,1.09994,0.213023,1,0,0
89,0.0005,6.72973,0.542709,65.1507,0.01753,0.8491489999999999,-0.095,-1.11209,0.0,0.209,5.0,-0.05042082,1.65645,1.09994,0.223976,1,0,0
90,0.001,6.68024,0.537829,65.7516,0.016577,0.5723600000000001,-0.05,-0.967065,0.0,0.209,5.66667,-0.02402485,1.65645,1.09994,0.216264,1,0,0
91,-0.0084,6.6562600000000005,0.5301279999999999,66.3997,0.015658000000000002,1.0929,-0.05,-0.8337680000000001,0.0,0.209,6.5,-0.02094317,1.65645,1.09994,0.227169,1,0,0
92,-0.03465,6.68538,0.529509,67.1126,0.015661,0.815823,-0.06333333,-0.8814569999999999,0.0,0.209,6.0,-0.13499125,1.65645,1.09994,0.26243,1,0,0
93,0.0118,6.74823,0.530196,67.8565,0.015655000000000002,0.416842,-0.035,-1.01473,0.0,0.209,6.5,-0.05650457,1.65645,1.09994,0.333983,1,0,0
94,-0.0018,6.75408,0.530809,68.3631,0.015674,0.408154,0.0,-1.0164799999999998,0.0,0.209,7.0,-0.02288468,1.65645,1.09994,0.392612,1,0,0
95,-0.0128,6.77163,0.529205,68.8648,0.015617,0.351923,0.0,-0.991859,0.08240449999999999,0.209,7.0,0.01264948,1.65645,1.09994,0.416588,1,0,0
96,0.0065,6.75945,0.527399,69.3522,0.015465,0.296796,0.0,-0.866592,0.16480899999999998,0.209,6.5,-0.00625068,1.65645,1.09994,0.50753,1,0,0
97,0.0013,6.74902,0.5232859999999999,70.031,0.015206,0.299906,-0.02107333,-0.63312,0.16480899999999998,0.209,5.66667,0.02481292,1.58215,1.09994,0.653493,1,0,0
98,-0.0131,6.77729,0.517021,70.6524,0.014724,0.293245,-0.033405000000000004,-0.484889,0.28880700000000004,0.209,5.0,0.1294921,1.48807,1.09994,0.747315,1,0,0
99,0.004,6.79395,0.513397,71.0236,0.014256,0.286654,-0.038295,-0.463058,0.412805,0.209,5.0,0.1156161,1.43686,1.05931,0.790293,1,0,0
100,-0.0167,6.792439999999999,0.5063380000000001,71.367,0.013555,0.285293,-0.031365,-0.422056,0.412805,0.209,4.5,-0.0764908,1.3712,1.0212,0.8434510000000001,1,0,0
101,-0.0149,6.83615,0.497075,71.6858,0.012696,0.30606300000000003,-0.02774,-0.440447,0.4431060000000001,0.209,4.0,-0.19731742,1.33479,1.01831,0.879384,1,0,0
102,-0.0161,6.85595,0.492241,71.9856,0.011773,0.336325,-0.031225,-0.506655,0.503708,0.209,4.0,-0.06414652,1.31992,1.01292,0.9016,1,0,0
103,-0.0034,6.883660000000001,0.4874810000000001,72.2732,0.010944,0.380581,-0.031585,-0.541009,0.5340090000000001,0.209,4.0,0.00813139,1.29451,0.98231,0.940372,1,0,0
104,-0.0131,6.93198,0.479499,72.5551,0.010296,0.432366,-0.027635000000000003,-0.517599,0.5340090000000001,0.209,4.0,0.04315548,1.3011700000000002,0.95945,0.988358,1,0,0
105,-0.0011,6.9715,0.472364,72.8367,0.009914,0.466383,-0.02773,-0.57543,0.5340090000000001,0.209,4.0,-0.0324161,1.3161,0.966928,1.02824,1,0,0
106,-0.0034,6.9603600000000005,0.466398,73.2648,0.009702,0.527792,-0.03688333,-0.655833,0.473407,0.212,4.0,-0.01241815,1.31831,0.961981,1.08518,1,0,0
107,-0.0091,7.05265,0.459596,73.696,0.009396,0.602989,-0.03589,-0.593762,0.412805,0.2265,4.0,-0.04109728,1.31437,0.954235,1.14267,1,0,0
108,0.0028,7.062289999999999,0.457237,73.98100000000002,0.009175,0.633749,-0.038775,-0.556098,0.412805,0.237,4.0,0.07368997,1.20073,0.987258,1.15421,1,0,0
109,-0.0121,7.0827300000000015,0.449481,74.2622,0.008905,0.651295,-0.056415,-0.552962,0.412805,0.241,4.0,-0.04849921,1.10417,1.01909,1.15421,1,0,0
110,-0.00016667,6.10892,0.291369,71.6048,-0.008440999999999999,0.808185,-0.06,0.12226,0.16480899999999998,0.059115,5.25,0.06598579,0.961787,0.989527,-0.03976,1,0,0
111,0.0012,5.88827,0.300991,71.35,-0.011666,0.6352,-0.06666667,0.176199,0.16480899999999998,0.059115,4.0,0.01538033,0.949481,0.932665,0.074928,1,0,0
112,0.0099,5.9027400000000005,0.311746,71.1311,-0.011064,0.44633,-0.06,0.225919,0.16480899999999998,0.059115,4.5,0.09677188,0.969748,0.912861,0.150831,1,0,0
113,-0.0039,5.9354,0.315472,70.7673,-0.009464,0.367746,-0.06,0.242244,0.20521033,0.053535,5.0,0.21484282,1.00671,0.925774,0.230512,1,0,0
114,0.003875,5.94272,0.317396,71.2512,-0.008095999999999999,0.111698,-0.031998,0.07779900000000001,0.2132906,0.045315,4.4,-0.15695041,1.04011,0.924835,0.421901,1,0,0
115,-0.0056,6.03714,0.320098,71.9,-0.008151,0.197314,0.00939,0.015546,0.18500967,0.032,3.0,-0.07369672,1.05559,0.919199,0.616008,1,0,0
116,0.01513333,6.17472,0.3227,72.4506,-0.007706,0.35219,0.0167475,0.221995,0.44935925,0.0285,3.0,-0.12208488,1.02712,0.8952959999999999,0.796166,1,0,0
117,-0.05,6.39506,0.324891,72.6378,-0.007375,0.502837,0.01209,0.4200680000000001,0.969699,0.0235,3.5,-0.28432803,0.99509,0.915331,0.949717,1,0,0
118,0.0076,6.47328,0.326302,72.8134,-0.007231,0.623586,0.00013000000000000002,0.474055,1.0,0.023,4.0,0.24724459,1.00955,0.911529,1.01537,1,0,0
119,-0.0003,6.53878,0.32724699999999995,73.1878,-0.007132,0.679859,-0.010185,0.346791,1.0,0.0215,4.0,-0.35127622,1.02231,0.9006790000000001,1.06053,1,0,0
120,0.0078,6.5087,0.328741,73.4622,-0.007072,0.68793,-0.027895,0.244899,1.0,0.02,4.0,-0.0227493,1.03279,0.8997459999999999,1.09245,1,0,0
121,0.0026,6.52844,0.332012,73.8378,-0.00703,0.669419,-0.029855,0.363081,1.0,0.0185,4.0,0.09418113,1.02567,0.918038,1.12522,1,0,0
122,-0.0016,6.55381,0.33360300000000004,74.23899999999998,-0.006999999999999999,0.659211,-0.00898,0.456217,1.0,0.018000000000000002,4.0,0.00282214,1.00815,0.931813,1.15437,1,0,0
123,-0.003625,3.5585,0.4586020000000001,49.485,0.029351,0.08659,-0.04,-0.7753720000000001,0.2640074,0.006,8.8,0.02696508,0.404087,0.082902,-2.31369,1,0,0
124,-0.0487,3.73939,0.455779,50.7125,0.030677,0.107705,-0.04,-0.923604,0.16480899999999998,0.006,8.16667,-0.01301128,0.459057,0.103099,-1.93355,1,0,0
125,-0.00328333,3.86766,0.436548,54.3396,0.033122000000000006,0.143468,-0.04,-0.85862,0.16480899999999998,0.0072,8.14286,-0.00689346,0.631466,0.157186,-1.21455,1,0,0
126,-0.02312,4.03041,0.401839,57.6295,0.031957,0.193651,-0.04,-0.395881,0.16480899999999998,0.00625,8.0,0.00055302,0.820843,0.251127,-0.748186,1,0,0
127,0.00428571,3.50916,0.376026,49.253,0.017656,0.133481,-0.0475,-1.01663,0.14420788,0.039,13.125,-0.01591471,0.515108,0.067131,-1.68392,0,1,0
128,-0.00924286,3.15643,0.386087,52.0726,0.034386,0.171177,-0.05,-1.04451,0.12360675,0.039,10.125,-0.01099089,0.699883,0.102369,-1.24192,0,0,1
129,-0.015880000000000002,5.41935,0.495278,71.3161,0.011367,0.394898,-0.02221978,0.296987,0.16480899999999998,0.06,2.0,0.0,1.11799,0.71318,0.639067,1,0,0
130,-0.01146,3.4699800000000005,0.351707,57.9017,0.026624,0.058206,-0.02695399,0.235215,0.22032846,0.045459,11.6364,-0.04255635,1.09119,0.239216,0.426565,0,1,0
131,-0.0056,4.00751,0.351707,63.3473,0.01567,0.1205,-0.02119196,0.596117,0.61826,0.03475,11.0,0.00764737,1.2942,0.361344,0.87389,1,0,0
132,-0.0679,4.2856,0.34675,64.8936,0.014932,0.208329,-0.02558587,0.57598,0.715815,0.029,11.0,0.08916522,1.2535,0.437926,1.01537,1,0,0
133,-0.0518,4.33558,0.34436500000000003,65.5397,0.015115,0.240265,-0.03103674,0.445887,0.715815,0.025,11.0,0.02256957,1.23073,0.450513,1.06053,1,0,0
134,-0.0035,4.32145,0.342586,66.1151,0.015504,0.260758,-0.03032783,0.359586,0.715815,0.024,11.0,0.01030567,1.2311299999999998,0.450513,1.09245,1,0,0
135,-0.0123,4.3639800000000015,0.340792,66.6293,0.015978,0.279056,-0.02777696,0.397935,0.715815,0.0205,11.0,0.01827201,1.22547,0.450513,1.12522,0,0,1
136,-0.012,4.4164,0.338891,67.1009,0.016391,0.335187,-0.02678435,0.428841,0.715815,0.018000000000000002,11.0,-0.02994185,1.21529,0.450513,1.15437,0,0,1
137,-0.04992,4.68516,0.427743,52.3384,0.028388,0.077953,-0.01,-0.54602,0.16480899999999998,0.032,12.3333,-0.01239724,0.81858,0.265676,-1.19992,0,1,0
138,0.01025,4.7736,0.428082,51.898,0.027817,0.094305,-0.01,-0.507417,0.16480899999999998,0.032,12.0,0.00542503,0.996073,0.281571,-0.54713,1,0,0
139,-0.00755714,4.86699,0.428491,53.9443,0.027668,0.129134,-0.01,-0.4252,0.16480899999999998,0.0342,12.0,-0.00468933,1.06933,0.441808,-0.195363,1,0,0
140,-0.01772727,3.72371,0.515442,45.8538,0.024548,0.048533,-0.04,-0.6316039999999999,0.24747433,0.132,8.41667,0.01766917,0.675744,0.101461,-1.5729799999999998,0,1,0
141,0.00298,3.68339,0.496516,45.0984,0.018205,0.06780900000000001,-0.04,-0.864808,0.16480899999999998,0.132,9.83333,-0.004289899999999999,0.696982,0.118714,-0.940534,0,1,0
142,-0.0306375,4.0488800000000005,0.403733,48.7533,0.039357,0.033957999999999995,-0.09,0.108245,0.16480899999999998,0.092,12.4444,0.05723908,0.770608,0.18903,-0.24880700000000006,0,1,0
143,-0.0018,6.2400699999999985,0.483183,71.998,0.016888,0.510524,0.0125,-0.174326,0.0,0.033,6.0,-0.01918949,1.07021,0.788879,-0.009515,1,0,0
144,-0.01675,6.38819,0.479579,73.1195,0.016197,0.44385,0.02,-0.197575,0.0,0.033,4.0,0.06581832,1.06007,0.8994690000000001,0.146529,1,0,0
145,0.0015,6.5373199999999985,0.476376,73.9866,0.015519,0.475065,0.02,-0.281157,0.0,0.033,4.0,-0.02581039,1.03367,0.8335739999999999,0.237716,1,0,0
146,-0.0076,6.61992,0.48238,74.8282,0.014584,0.506285,0.02,-0.284588,0.17739333,0.033,4.0,-0.22274727,1.02682,0.768072,0.364969,1,0,0
147,0.00065,6.74287,0.481689,75.6442,0.013636,0.5693010000000001,0.02,-0.278547,0.0,0.033,4.33333,0.00651012,0.963426,0.782722,0.543489,1,0,0
148,-0.00045,6.830310000000001,0.484191,76.4338,0.012909,0.6154,0.02,-0.26521300000000003,0.10987267,0.033,4.0,-0.0188658,1.0788799999999998,0.8390200000000001,0.717634,1,0,0
149,-0.002,6.853210000000002,0.484692,77.3805,0.01228,0.707327,0.0088675,-0.185358,0.65484775,0.033,2.75,-0.03718433,1.08058,0.8957350000000001,0.8942450000000001,1,0,0
150,-0.00376667,6.92183,0.478479,78.46,0.011664,0.760312,0.005965,-0.07422899999999999,0.9545485,0.035,2.0,-0.10329769,1.08916,0.962035,1.01632,1,0,0
